¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,√÷¿˙±‚ø¬(°∆C),√÷∞Ì±‚ø¬(°∆C),¿œ∞≠ºˆ∑Æ(mm),∆Ú±’ «≥º”(m/s),∆Ú±’ ªÛ¥ÎΩ¿µµ(%),¿œ √÷Ω…Ω≈¿˚º≥(cm),∆Ú±’ ¿¸øÓ∑Æ(1/10),æ»∞≥ ∞Ëº”Ω√∞£(hr),¿œ πÃºº∏’¡ˆ ≥Ûµµ(ß∂/ß©)
169,»ÊªÍµµ,2004-11-07,10.0,16.4,,2.7,69.0,,0.0,,11.0
169,»ÊªÍµµ,2004-11-08,11.1,20.3,,4.6,89.5,,2.9,,23.0
169,»ÊªÍµµ,2004-11-09,13.6,20.2,,6.0,86.9,,4.5,,32.0
169,»ÊªÍµµ,2004-11-10,15.3,18.6,33.5,10.5,96.0,,9.9,,
169,»ÊªÍµµ,2004-11-11,12.3,15.6,0.0,6.2,83.9,,8.6,,24.0
169,»ÊªÍµµ,2004-11-12,7.3,12.6,,11.5,63.5,,5.9,,28.0
169,»ÊªÍµµ,2004-11-13,6.0,8.6,4.0,4.9,73.3,,6.9,,15.0
169,»ÊªÍµµ,2004-11-14,7.8,11.4,1.5,7.1,70.9,,7.9,,20.0
169,»ÊªÍµµ,2004-11-15,7.9,13.1,,9.8,59.9,,4.9,,42.0
169,»ÊªÍµµ,2004-11-16,9.4,14.4,,3.3,55.4,,4.4,,49.0
169,»ÊªÍµµ,2004-11-17,11.1,17.2,,3.1,62.9,,5.1,,71.0
169,»ÊªÍµµ,2004-11-18,10.7,14.8,,2.6,69.1,,2.6,,64.0
169,»ÊªÍµµ,2004-11-19,11.0,14.0,,4.4,60.4,,0.0,,80.0
169,»ÊªÍµµ,2004-11-20,10.7,15.4,,5.3,65.1,,1.8,,78.0
169,»ÊªÍµµ,2004-11-21,9.7,11.8,,6.3,61.8,,2.9,,32.0
169,»ÊªÍµµ,2004-11-22,9.2,12.7,,3.3,65.0,,1.8,,31.0
169,»ÊªÍµµ,2004-11-23,9.0,14.1,,2.0,71.5,,1.5,,19.0
169,»ÊªÍµµ,2004-11-24,9.9,15.5,,2.4,80.1,,1.6,,30.0
169,»ÊªÍµµ,2004-11-25,11.4,16.2,,4.1,80.3,,4.5,,58.0
169,»ÊªÍµµ,2004-11-26,6.3,14.9,11.5,9.6,74.8,,7.8,,33.0
169,»ÊªÍµµ,2004-11-27,8.2,12.7,,5.0,62.8,,3.8,,35.0
169,»ÊªÍµµ,2004-11-28,9.9,15.0,,3.9,65.3,,2.8,,49.0
169,»ÊªÍµµ,2004-11-29,9.0,12.0,,3.7,64.9,,2.6,,76.0
169,»ÊªÍµµ,2004-11-30,8.8,14.8,,2.9,68.8,,1.8,,64.0
169,»ÊªÍµµ,2004-12-01,8.9,10.1,,6.8,70.0,,4.6,,58.0
169,»ÊªÍµµ,2004-12-02,8.7,14.7,,4.4,73.4,,1.8,,57.0
169,»ÊªÍµµ,2004-12-03,10.7,17.0,0.0,3.3,81.5,,3.8,,32.0
169,»ÊªÍµµ,2004-12-04,9.1,13.3,31.0,6.7,92.4,,10.0,6.03,37.0
169,»ÊªÍµµ,2004-12-05,6.4,9.2,,13.4,66.3,,4.6,,28.0
169,»ÊªÍµµ,2004-12-06,5.8,11.0,,4.4,66.4,,6.3,,24.0
169,»ÊªÍµµ,2004-12-07,7.7,10.9,0.0,4.8,59.1,,4.6,,170.0
169,»ÊªÍµµ,2004-12-08,7.0,14.8,,2.8,58.0,,1.1,,65.0
169,»ÊªÍµµ,2004-12-09,6.8,14.7,,4.0,74.8,,0.0,,65.0
169,»ÊªÍµµ,2004-12-10,8.5,13.4,,7.1,66.8,,1.3,,83.0
169,»ÊªÍµµ,2004-12-11,6.7,9.3,,5.3,56.5,,3.3,,17.0
169,»ÊªÍµµ,2004-12-12,8.4,11.1,,5.8,71.6,,1.3,,38.0
169,»ÊªÍµµ,2004-12-13,6.5,8.4,,7.0,65.3,,0.0,,23.0
169,»ÊªÍµµ,2004-12-14,6.3,14.9,,2.6,67.1,,3.3,,19.0
169,»ÊªÍµµ,2004-12-15,10.1,16.0,0.1,4.9,88.5,,8.0,,33.0
169,»ÊªÍµµ,2004-12-16,7.4,11.6,,9.1,71.3,,3.1,,40.0
169,»ÊªÍµµ,2004-12-17,7.1,11.7,,3.8,73.1,,3.3,,30.0
169,»ÊªÍµµ,2004-12-18,7.5,9.2,,5.5,76.0,,6.1,,25.0
169,»ÊªÍµµ,2004-12-19,7.0,11.7,2.5,4.8,84.3,,7.5,,40.0
169,»ÊªÍµµ,2004-12-20,2.0,9.8,0.5,13.0,74.4,,7.4,,25.0
169,»ÊªÍµµ,2004-12-21,2.4,4.4,,9.0,70.9,,5.6,,19.0
169,»ÊªÍµµ,2004-12-22,3.0,4.9,,10.2,65.9,,6.4,,15.0
169,»ÊªÍµµ,2004-12-23,1.1,3.2,0.0,10.6,68.1,,7.1,,17.0
169,»ÊªÍµµ,2004-12-24,2.2,4.2,0.0,8.1,66.3,,8.5,,18.0
169,»ÊªÍµµ,2004-12-25,3.0,4.1,,9.0,64.4,,8.6,,33.0
169,»ÊªÍµµ,2004-12-26,2.7,4.3,0.0,9.1,68.0,,8.1,,47.0
169,»ÊªÍµµ,2004-12-27,2.2,3.4,,10.4,60.5,,7.9,,17.0
169,»ÊªÍµµ,2004-12-28,1.3,2.4,0.0,10.1,66.1,,7.1,,17.0
169,»ÊªÍµµ,2004-12-29,0.1,3.4,0.0,10.0,64.9,,6.9,,19.0
169,»ÊªÍµµ,2004-12-30,-0.5,3.3,4.2,5.9,79.8,2.6,8.1,,18.0
169,»ÊªÍµµ,2004-12-31,-1.9,1.2,3.5,11.6,81.9,2.8,8.4,,
169,»ÊªÍµµ,2005-01-01,-1.1,2.6,0.4,10.1,66.3,0.3,6.8,,26.0
169,»ÊªÍµµ,2005-01-02,2.0,6.3,,4.2,59.8,,6.5,,37.0
169,»ÊªÍµµ,2005-01-03,4.6,10.0,,6.1,61.6,,4.3,,44.0
169,»ÊªÍµµ,2005-01-04,-0.1,4.7,0.0,12.3,65.4,,5.8,,36.0
169,»ÊªÍµµ,2005-01-05,-0.4,1.3,,5.3,67.8,,6.1,,24.0
169,»ÊªÍµµ,2005-01-06,1.2,6.8,0.0,3.8,69.4,,7.4,,23.0
169,»ÊªÍµµ,2005-01-07,1.5,6.2,,10.5,60.6,,6.4,,35.0
169,»ÊªÍµµ,2005-01-08,-0.7,3.8,0.1,8.7,64.4,,7.1,,
169,»ÊªÍµµ,2005-01-09,-2.7,0.8,0.1,11.0,71.4,,7.1,,18.0
169,»ÊªÍµµ,2005-01-10,-0.9,3.4,0.1,6.6,65.1,0.2,7.1,,34.0
169,»ÊªÍµµ,2005-01-11,0.6,3.4,,8.9,62.4,,6.6,,36.0
169,»ÊªÍµµ,2005-01-12,0.6,2.5,,9.2,58.1,,6.4,,32.0
169,»ÊªÍµµ,2005-01-13,0.9,2.2,,8.5,60.3,,7.5,,21.0
169,»ÊªÍµµ,2005-01-14,1.3,3.3,0.1,7.8,63.4,,7.1,,21.0
169,»ÊªÍµµ,2005-01-15,-0.4,3.2,0.1,8.3,67.9,,6.6,,28.0
169,»ÊªÍµµ,2005-01-16,-0.2,4.2,0.1,10.1,68.9,,6.8,,30.0
169,»ÊªÍµµ,2005-01-17,2.6,5.9,,4.2,62.8,,4.9,,22.0
169,»ÊªÍµµ,2005-01-18,2.5,8.1,0.1,4.2,63.4,,5.5,,66.0
169,»ÊªÍµµ,2005-01-19,0.2,3.2,0.0,8.2,61.9,,5.6,,27.0
169,»ÊªÍµµ,2005-01-20,-1.8,2.2,0.1,10.7,69.0,,6.4,,22.0
169,»ÊªÍµµ,2005-01-21,-0.1,1.3,0.0,8.1,63.1,,6.6,,21.0
169,»ÊªÍµµ,2005-01-22,-0.5,1.7,6.5,4.4,75.3,5.2,8.4,,20.0
169,»ÊªÍµµ,2005-01-23,1.1,5.1,1.0,6.1,80.8,,6.9,,25.0
169,»ÊªÍµµ,2005-01-24,2.2,6.0,,5.1,73.8,,6.5,,37.0
169,»ÊªÍµµ,2005-01-25,0.5,4.3,0.2,5.8,73.0,,8.3,,78.0
169,»ÊªÍµµ,2005-01-26,2.6,4.7,,7.2,70.0,,5.0,,32.0
169,»ÊªÍµµ,2005-01-27,3.2,5.1,,6.2,72.1,,6.9,,43.0
169,»ÊªÍµµ,2005-01-28,2.8,5.6,,4.2,72.0,,2.9,,82.0
169,»ÊªÍµµ,2005-01-29,-0.3,7.0,0.5,8.1,76.4,,7.8,,54.0
169,»ÊªÍµµ,2005-01-30,-1.9,1.1,0.0,11.0,71.6,,7.1,,28.0
169,»ÊªÍµµ,2005-01-31,-3.8,2.4,0.4,9.5,63.8,0.5,6.5,,37.0
169,»ÊªÍµµ,2005-02-01,-5.0,-1.7,0.8,13.6,77.5,1.3,7.5,,33.0
169,»ÊªÍµµ,2005-02-02,-3.7,0.5,0.2,9.7,69.9,0.4,6.8,,30.0
169,»ÊªÍµµ,2005-02-03,-0.8,2.1,0.0,6.4,66.0,,6.4,,27.0
169,»ÊªÍµµ,2005-02-04,0.0,2.8,,4.9,61.4,,2.6,,17.0
169,»ÊªÍµµ,2005-02-05,-0.3,2.7,,8.5,69.5,,2.9,,41.0
169,»ÊªÍµµ,2005-02-06,0.6,3.4,,6.0,67.1,,6.4,,40.0
169,»ÊªÍµµ,2005-02-07,2.2,3.4,3.5,7.1,95.4,,10.0,7.65,64.0
169,»ÊªÍµµ,2005-02-08,1.9,3.3,0.2,8.2,78.4,,9.0,2.23,77.0
169,»ÊªÍµµ,2005-02-09,0.4,3.0,0.4,9.0,77.4,,8.3,,47.0
169,»ÊªÍµµ,2005-02-10,-1.7,0.6,0.0,12.2,65.5,,6.6,,31.0
169,»ÊªÍµµ,2005-02-11,-2.0,0.8,,9.2,64.3,,5.8,,21.0
169,»ÊªÍµµ,2005-02-12,-1.7,0.8,0.0,4.9,71.9,,6.5,,27.0
169,»ÊªÍµµ,2005-02-13,0.0,3.3,,4.5,64.9,,1.9,,38.0
169,»ÊªÍµµ,2005-02-14,0.0,4.0,10.0,4.6,81.9,,8.4,,103.0
169,»ÊªÍµµ,2005-02-15,3.8,7.3,19.5,6.9,97.4,,9.9,,29.0
169,»ÊªÍµµ,2005-02-16,3.8,8.0,1.0,7.7,95.5,,10.0,3.7,19.0
169,»ÊªÍµµ,2005-02-17,3.7,5.9,,6.6,87.5,,8.5,,32.0
169,»ÊªÍµµ,2005-02-18,2.7,6.4,2.0,4.9,86.6,,9.1,,21.0
169,»ÊªÍµµ,2005-02-19,-3.9,4.3,0.5,11.7,76.9,,7.5,,34.0
169,»ÊªÍµµ,2005-02-20,-5.3,-0.5,0.2,9.0,74.6,0.3,6.9,,30.0
169,»ÊªÍµµ,2005-02-21,-3.4,0.1,0.0,5.9,67.0,,4.8,,23.0
169,»ÊªÍµµ,2005-02-22,-1.2,8.9,,8.5,72.3,,4.6,,61.0
169,»ÊªÍµµ,2005-02-23,-0.6,4.8,,7.7,64.4,,2.9,,72.0
169,»ÊªÍµµ,2005-02-24,-0.1,2.5,,8.2,63.4,,4.9,,25.0
169,»ÊªÍµµ,2005-02-25,-2.9,0.5,0.1,9.9,70.3,0.2,6.1,,42.0
169,»ÊªÍµµ,2005-02-26,-3.8,-0.8,0.1,9.2,70.3,0.1,5.1,,34.0
169,»ÊªÍµµ,2005-02-27,-1.7,2.6,,4.7,69.3,,4.0,,29.0
169,»ÊªÍµµ,2005-02-28,1.0,4.9,,6.1,63.5,,3.1,,89.0
169,»ÊªÍµµ,2005-03-01,0.0,3.6,,4.5,68.9,,1.0,,30.0
169,»ÊªÍµµ,2005-03-02,0.0,6.3,,6.8,76.8,,8.1,,54.0
169,»ÊªÍµµ,2005-03-03,0.3,2.5,0.0,8.4,58.5,,5.5,,37.0
169,»ÊªÍµµ,2005-03-04,-2.1,2.1,7.5,5.4,79.8,7.0,7.1,,37.0
169,»ÊªÍµµ,2005-03-05,-3.9,-0.4,1.5,8.2,75.9,1.7,7.0,,30.0
169,»ÊªÍµµ,2005-03-06,-2.1,4.3,,4.4,62.3,,0.5,,28.0
169,»ÊªÍµµ,2005-03-07,0.9,10.9,,7.1,70.5,,0.0,,62.0
169,»ÊªÍµµ,2005-03-08,3.0,12.9,,3.4,88.8,,2.9,5.63,77.0
169,»ÊªÍµµ,2005-03-09,2.0,12.6,,6.3,91.1,,6.3,4.67,55.0
169,»ÊªÍµµ,2005-03-10,3.8,10.8,,8.6,96.6,,7.9,14.05,24.0
169,»ÊªÍµµ,2005-03-11,-1.4,3.9,1.0,13.2,76.8,,8.8,,61.0
169,»ÊªÍµµ,2005-03-12,-2.8,0.0,0.1,12.9,66.5,,6.6,,51.0
169,»ÊªÍµµ,2005-03-13,-2.7,2.9,0.0,8.5,51.5,,4.9,,44.0
169,»ÊªÍµµ,2005-03-14,1.8,9.7,,5.0,51.3,,3.0,,46.0
169,»ÊªÍµµ,2005-03-15,2.7,10.0,1.0,3.8,85.1,,6.8,,70.0
169,»ÊªÍµµ,2005-03-16,1.4,8.7,6.5,3.0,94.4,,9.6,14.3,69.0
169,»ÊªÍµµ,2005-03-17,4.1,10.6,5.5,8.3,85.6,,5.0,2.72,102.0
169,»ÊªÍµµ,2005-03-18,2.1,5.1,,9.9,60.6,,1.4,,136.0
169,»ÊªÍµµ,2005-03-19,1.6,5.5,,4.4,63.9,,3.3,,43.0
169,»ÊªÍµµ,2005-03-20,2.4,8.7,,2.7,78.3,,2.8,,44.0
169,»ÊªÍµµ,2005-03-21,3.9,10.3,13.0,4.2,87.9,,7.0,0.33,76.0
169,»ÊªÍµµ,2005-03-22,4.0,7.1,17.0,8.7,90.4,,7.4,6.75,83.0
169,»ÊªÍµµ,2005-03-23,5.1,8.1,,5.8,69.9,,5.8,,62.0
169,»ÊªÍµµ,2005-03-24,-0.4,7.3,0.5,12.1,65.5,,6.1,,56.0
169,»ÊªÍµµ,2005-03-25,1.1,9.3,,6.6,53.3,,0.1,,64.0
169,»ÊªÍµµ,2005-03-26,5.6,12.1,,4.5,82.5,,6.1,,69.0
169,»ÊªÍµµ,2005-03-27,5.1,7.3,3.5,4.9,96.4,,9.5,,39.0
169,»ÊªÍµµ,2005-03-28,4.0,6.7,,6.8,83.1,,5.0,2.7,54.0
169,»ÊªÍµµ,2005-03-29,3.3,6.3,,10.4,60.0,,1.3,,110.0
169,»ÊªÍµµ,2005-03-30,3.3,12.5,,4.6,58.6,,0.0,,77.0
169,»ÊªÍµµ,2005-03-31,6.2,12.4,,2.6,60.1,,1.3,,120.0
169,»ÊªÍµµ,2005-04-01,6.1,14.5,,1.4,49.9,,3.5,,95.0
169,»ÊªÍµµ,2005-04-02,6.1,14.5,,2.1,77.3,,5.0,1.88,93.0
169,»ÊªÍµµ,2005-04-03,5.0,7.8,,7.4,78.9,,1.3,,68.0
169,»ÊªÍµµ,2005-04-04,4.3,13.6,,5.5,56.8,,0.4,,40.0
169,»ÊªÍµµ,2005-04-05,6.8,13.9,,9.2,79.5,,0.0,,46.0
169,»ÊªÍµµ,2005-04-06,7.7,11.9,0.4,11.0,96.3,,9.6,6.23,35.0
169,»ÊªÍµµ,2005-04-07,5.9,18.6,,5.0,87.1,,1.3,1.18,112.0
169,»ÊªÍµµ,2005-04-08,6.6,17.0,,4.3,74.9,,1.9,2.63,117.0
169,»ÊªÍµµ,2005-04-09,8.9,14.8,13.0,11.7,98.6,,10.0,14.92,63.0
169,»ÊªÍµµ,2005-04-10,5.9,12.6,7.0,8.7,84.5,,7.1,1.63,138.0
169,»ÊªÍµµ,2005-04-11,5.9,13.8,,2.7,82.0,,7.5,,101.0
169,»ÊªÍµµ,2005-04-12,7.1,11.2,0.5,2.4,82.4,,8.8,,96.0
169,»ÊªÍµµ,2005-04-13,6.1,9.4,,4.9,68.6,,0.8,,65.0
169,»ÊªÍµµ,2005-04-14,6.0,15.9,,4.8,56.8,,0.0,,80.0
169,»ÊªÍµµ,2005-04-15,5.4,9.1,,5.7,69.0,,1.4,,151.0
169,»ÊªÍµµ,2005-04-16,4.7,14.8,,3.4,60.4,,0.0,,146.0
169,»ÊªÍµµ,2005-04-17,7.8,15.8,0.3,6.9,85.6,,5.3,,53.0
169,»ÊªÍµµ,2005-04-18,11.1,16.9,1.0,7.5,83.3,,4.8,,
169,»ÊªÍµµ,2005-04-19,10.2,15.4,33.5,9.4,96.0,,9.6,8.4,44.0
169,»ÊªÍµµ,2005-04-20,7.3,14.7,0.3,5.1,73.0,,4.4,,116.0
169,»ÊªÍµµ,2005-04-21,7.7,14.0,2.5,4.4,64.1,,1.5,,
169,»ÊªÍµµ,2005-04-22,8.2,16.7,,4.4,58.1,,2.6,,85.0
169,»ÊªÍµµ,2005-04-23,7.1,13.4,,2.5,58.6,,1.1,,91.0
169,»ÊªÍµµ,2005-04-24,7.7,16.7,,4.9,77.0,,5.3,,47.0
169,»ÊªÍµµ,2005-04-25,8.7,16.3,,2.7,86.8,,4.5,,54.0
169,»ÊªÍµµ,2005-04-26,6.5,17.4,,3.9,84.0,,2.8,4.82,39.0
169,»ÊªÍµµ,2005-04-27,7.8,14.1,,14.4,96.1,,7.9,15.25,44.0
169,»ÊªÍµµ,2005-04-28,9.6,16.9,,12.3,90.1,,4.9,7.23,52.0
169,»ÊªÍµµ,2005-04-29,10.9,15.2,,7.4,96.4,,10.0,21.57,18.0
169,»ÊªÍµµ,2005-04-30,13.5,16.7,1.0,8.4,99.0,,10.0,19.87,13.0
169,»ÊªÍµµ,2005-05-01,10.1,16.0,0.1,4.7,94.0,,8.3,16.53,58.0
169,»ÊªÍµµ,2005-05-02,10.0,16.0,,6.2,53.0,,0.9,,73.0
169,»ÊªÍµµ,2005-05-03,11.8,20.9,,2.9,44.9,,1.9,,88.0
169,»ÊªÍµµ,2005-05-04,11.0,22.0,,3.9,65.0,,2.8,,74.0
169,»ÊªÍµµ,2005-05-05,12.8,17.1,18.5,9.5,98.9,,10.0,21.32,39.0
169,»ÊªÍµµ,2005-05-06,9.2,16.4,0.5,7.2,95.0,,10.0,6.7,30.0
169,»ÊªÍµµ,2005-05-07,9.2,15.7,,5.4,82.5,,4.3,,29.0
169,»ÊªÍµµ,2005-05-08,9.7,17.0,,5.7,90.4,,6.5,,25.0
169,»ÊªÍµµ,2005-05-09,8.8,17.7,,3.0,69.3,,2.5,,91.0
169,»ÊªÍµµ,2005-05-10,8.2,16.7,,3.1,75.6,,2.5,,43.0
169,»ÊªÍµµ,2005-05-11,10.5,17.9,,7.3,81.9,,7.1,,31.0
169,»ÊªÍµµ,2005-05-12,9.0,14.1,,5.3,94.3,,4.8,5.22,47.0
169,»ÊªÍµµ,2005-05-13,9.2,17.3,,4.8,83.8,,6.1,,44.0
169,»ÊªÍµµ,2005-05-14,12.4,20.2,,3.7,81.3,,4.5,,31.0
169,»ÊªÍµµ,2005-05-15,11.7,18.9,,3.3,78.1,,0.0,,35.0
169,»ÊªÍµµ,2005-05-16,12.0,18.8,,7.0,80.3,,3.4,,29.0
169,»ÊªÍµµ,2005-05-17,13.9,19.9,25.5,13.8,90.8,,9.8,3.7,29.0
169,»ÊªÍµµ,2005-05-18,11.5,18.5,0.5,6.5,86.4,,6.5,2.5,37.0
169,»ÊªÍµµ,2005-05-19,12.6,20.8,,3.5,76.9,,3.1,,63.0
169,»ÊªÍµµ,2005-05-20,12.8,18.1,,3.4,58.8,,2.1,,37.0
169,»ÊªÍµµ,2005-05-21,13.2,18.9,,3.4,63.1,,8.1,,36.0
169,»ÊªÍµµ,2005-05-22,13.2,19.5,,4.3,89.1,,7.0,2.57,59.0
169,»ÊªÍµµ,2005-05-23,11.4,17.5,,4.1,86.0,,4.4,4.25,51.0
169,»ÊªÍµµ,2005-05-24,12.8,19.3,,1.9,68.6,,2.4,,50.0
169,»ÊªÍµµ,2005-05-25,12.8,19.8,,4.2,76.0,,3.1,,38.0
169,»ÊªÍµµ,2005-05-26,13.9,20.7,,1.7,48.5,,3.1,,
169,»ÊªÍµµ,2005-05-27,14.4,20.6,,1.8,73.0,,5.6,,45.0
169,»ÊªÍµµ,2005-05-28,15.1,22.2,,2.0,70.6,,5.6,,74.0
169,»ÊªÍµµ,2005-05-29,15.1,22.1,,3.1,68.0,,0.8,,68.0
169,»ÊªÍµµ,2005-05-30,13.5,21.5,,3.3,78.0,,4.0,,47.0
169,»ÊªÍµµ,2005-05-31,13.1,22.9,,3.5,79.4,,5.8,2.78,36.0
169,»ÊªÍµµ,2005-06-01,15.7,20.8,0.2,8.1,94.6,,9.8,7.52,34.0
169,»ÊªÍµµ,2005-06-02,15.2,20.0,12.0,6.0,96.4,,10.0,11.93,
169,»ÊªÍµµ,2005-06-03,14.8,18.1,,2.7,95.0,,6.3,10.63,61.0
169,»ÊªÍµµ,2005-06-04,14.9,19.8,,3.8,91.6,,0.0,,56.0
169,»ÊªÍµµ,2005-06-05,14.1,20.9,,1.5,90.0,,3.8,4.62,39.0
169,»ÊªÍµµ,2005-06-06,15.1,19.7,,3.0,88.3,,5.4,1.82,49.0
169,»ÊªÍµµ,2005-06-07,15.1,21.0,,3.4,85.1,,7.9,0.22,35.0
169,»ÊªÍµµ,2005-06-08,17.5,26.2,,1.9,72.4,,2.8,,44.0
169,»ÊªÍµµ,2005-06-09,18.2,25.8,,2.1,76.5,,6.0,,58.0
169,»ÊªÍµµ,2005-06-10,16.3,20.8,85.0,5.0,98.5,,10.0,16.58,
169,»ÊªÍµµ,2005-06-11,14.1,17.6,,4.9,98.3,,10.0,22.58,30.0
169,»ÊªÍµµ,2005-06-12,13.0,20.7,,1.6,93.4,,4.5,12.38,28.0
169,»ÊªÍµµ,2005-06-13,15.9,23.3,,3.4,86.5,,3.6,6.33,75.0
169,»ÊªÍµµ,2005-06-14,16.1,24.0,,4.2,82.1,,2.9,,58.0
169,»ÊªÍµµ,2005-06-15,16.5,22.2,0.1,4.5,90.0,,4.9,,44.0
169,»ÊªÍµµ,2005-06-16,16.2,23.0,,4.9,91.1,,4.3,,35.0
169,»ÊªÍµµ,2005-06-17,17.8,23.0,,5.8,93.3,,5.6,1.52,41.0
169,»ÊªÍµµ,2005-06-18,17.0,21.1,,5.6,96.4,,8.8,14.8,30.0
169,»ÊªÍµµ,2005-06-19,17.4,24.6,,3.7,91.3,,2.8,3.28,38.0
169,»ÊªÍµµ,2005-06-20,18.5,23.8,,4.5,95.3,,8.3,17.98,27.0
169,»ÊªÍµµ,2005-06-21,18.4,24.3,,3.3,94.3,,7.9,11.63,
169,»ÊªÍµµ,2005-06-22,18.3,24.3,,2.3,91.9,,6.1,6.33,30.0
169,»ÊªÍµµ,2005-06-23,19.9,25.5,,1.3,82.6,,2.3,0.15,30.0
169,»ÊªÍµµ,2005-06-24,19.3,24.4,,1.8,89.3,,0.3,7.43,33.0
169,»ÊªÍµµ,2005-06-25,18.3,25.4,,5.0,91.0,,6.5,9.37,17.0
169,»ÊªÍµµ,2005-06-26,19.6,23.8,0.0,9.6,96.4,,10.0,8.93,18.0
169,»ÊªÍµµ,2005-06-27,20.4,26.7,0.3,8.4,90.6,,9.4,1.48,65.0
169,»ÊªÍµµ,2005-06-28,19.8,23.4,24.0,2.5,98.4,,10.0,22.28,
169,»ÊªÍµµ,2005-06-29,19.2,25.8,,6.5,96.8,,9.3,22.92,
169,»ÊªÍµµ,2005-06-30,19.6,22.2,7.0,5.9,99.0,,10.0,24.0,
169,»ÊªÍµµ,2005-07-01,20.1,29.9,0.5,6.9,78.6,,8.6,1.25,58.0
169,»ÊªÍµµ,2005-07-02,22.4,28.9,2.5,4.5,88.0,,9.9,,89.0
169,»ÊªÍµµ,2005-07-03,20.9,29.9,0.4,6.4,80.4,,9.3,,85.0
169,»ÊªÍµµ,2005-07-04,20.0,25.2,9.5,2.5,96.6,,9.3,2.62,
169,»ÊªÍµµ,2005-07-05,19.4,22.2,3.0,3.5,97.6,,10.0,12.55,17.0
169,»ÊªÍµµ,2005-07-06,19.9,27.0,,2.7,89.9,,6.1,2.03,
169,»ÊªÍµµ,2005-07-07,20.0,25.7,,5.0,93.5,,7.3,5.88,
169,»ÊªÍµµ,2005-07-08,19.1,21.3,29.5,7.5,96.9,,9.5,4.72,
169,»ÊªÍµµ,2005-07-09,19.9,25.4,33.5,6.1,92.1,,8.4,0.33,
169,»ÊªÍµµ,2005-07-10,19.8,22.4,5.0,2.8,94.0,,10.0,13.72,
169,»ÊªÍµµ,2005-07-11,19.4,25.1,14.0,7.8,92.9,,9.0,1.23,
169,»ÊªÍµµ,2005-07-12,19.3,24.6,0.5,3.0,90.4,,6.6,0.6,25.0
169,»ÊªÍµµ,2005-07-13,19.3,24.2,0.0,5.1,94.6,,9.1,12.52,30.0
169,»ÊªÍµµ,2005-07-14,19.5,26.4,0.2,4.6,92.6,,9.1,10.35,
169,»ÊªÍµµ,2005-07-15,20.6,26.2,0.1,3.4,95.3,,9.3,18.62,32.0
169,»ÊªÍµµ,2005-07-16,22.0,25.1,7.5,4.6,98.3,,9.9,13.85,
169,»ÊªÍµµ,2005-07-17,21.9,28.0,,3.4,94.1,,8.5,10.53,
169,»ÊªÍµµ,2005-07-18,22.7,29.4,,2.2,92.0,,5.6,3.88,35.0
169,»ÊªÍµµ,2005-07-19,21.7,25.8,,4.7,92.5,,4.6,6.85,60.0
169,»ÊªÍµµ,2005-07-20,21.8,26.1,,3.4,93.1,,5.4,,98.0
169,»ÊªÍµµ,2005-07-21,22.5,26.6,,2.4,91.8,,3.0,,126.0
169,»ÊªÍµµ,2005-07-22,22.2,26.1,,3.8,95.5,,4.8,8.23,87.0
169,»ÊªÍµµ,2005-07-23,21.9,28.0,,1.8,91.1,,3.9,11.67,71.0
169,»ÊªÍµµ,2005-07-24,22.3,27.0,,1.9,90.8,,3.4,1.12,86.0
169,»ÊªÍµµ,2005-07-25,21.2,27.1,,1.9,89.3,,5.5,7.67,74.0
169,»ÊªÍµµ,2005-07-26,22.6,28.4,,2.6,90.6,,6.4,4.08,78.0
169,»ÊªÍµµ,2005-07-27,22.1,28.7,,5.1,91.6,,6.3,,
169,»ÊªÍµµ,2005-07-28,21.2,25.5,7.0,8.5,94.8,,9.0,6.52,
169,»ÊªÍµµ,2005-07-29,21.6,25.7,12.5,2.1,94.6,,7.3,4.72,
169,»ÊªÍµµ,2005-07-30,20.9,27.2,,2.2,92.6,,8.3,6.87,
169,»ÊªÍµµ,2005-07-31,21.7,27.3,3.0,4.0,95.5,,9.0,15.58,
169,»ÊªÍµµ,2005-08-01,22.5,28.5,8.5,5.6,92.8,,9.4,7.0,
169,»ÊªÍµµ,2005-08-02,20.9,25.7,32.0,6.1,95.1,,9.8,3.17,
169,»ÊªÍµµ,2005-08-03,22.4,26.3,21.0,7.3,96.1,,9.0,11.35,
169,»ÊªÍµµ,2005-08-04,23.5,29.9,0.0,6.9,90.6,,5.1,5.33,27.0
169,»ÊªÍµµ,2005-08-05,23.0,29.5,,4.0,83.9,,0.4,,33.0
169,»ÊªÍµµ,2005-08-06,24.5,29.6,,4.5,83.0,,3.0,,
169,»ÊªÍµµ,2005-08-07,22.3,25.7,0.1,6.6,92.8,,9.0,,
169,»ÊªÍµµ,2005-08-08,22.2,28.6,0.5,12.2,91.5,,8.6,,
169,»ÊªÍµµ,2005-08-09,22.5,29.5,8.5,7.7,90.1,,5.5,1.55,
169,»ÊªÍµµ,2005-08-10,23.2,26.7,0.2,7.1,96.5,,9.5,8.3,
169,»ÊªÍµµ,2005-08-11,22.9,27.5,0.1,7.9,94.1,,9.3,,
169,»ÊªÍµµ,2005-08-12,23.3,29.9,,6.6,93.0,,6.1,3.37,
